url,status,title,email,phone,address,copyright
miniatuurorganisatie.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://xpozer.com/en,200,Xpozer® Innovating wall-art since 2009,,,,"© 2024, Xpozer."
synvalor.com,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://duivenstartpagina.nl,200,Web Server's Default Page,,,,
https://klasvanjuflinda.nl,200,Home - Klas van juf Linda,,,,"© Klasvanjuflinda.nl, 2024"
https://gittha.nl,200,"Gittha.nl is de winkel voor hoeden, sjaals, dameskleding en cashmere.",mailto:info@gittha.nl,tel:0031655750017,,© 2022 – Gittha.nl – site by
https://www.rrkeramiekbranden.nl/,200,RR Keramiekbranden,mailto:info@rrkeramiekbranden.nl?subject=Reactie via site,,,
https://fixallseeds.com,200,Fix All Seeds,mailto:info@fixallseeds.com,tel:+310653895491,,© Copyright
fysiotherapiedemortel.nl,"Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure OpenSSL.SSL.Error: [('SSL routines', '', 'tlsv1 alert internal error')]>]",,,,,
https://essentialbrowaesthetics.nl,200,Essential Brow Aesthetics – –,,tel:0702042323,,© Essential Brow Aesthetics –
https://blueonline.nl,200,Zanggroep Out of the Blue – uit Nieuwleusen en omstreken,mailto:secretariaat@blueonline.nl,,,© 2024 Zanggroep Out of the Blue
https://yoga050.nl,200,Leer hoe je ontspanning vindt in een drukke wereld.,mailto:info@yoga050.nl,,,Copyright © Yoga050 | Website template by
https://www.bergencosmetics.nl/,200,Bergen Cosmetics – Parfumerie en schoonheidssalons,,,,© 2019 Bergen Cosmetics. All Rights Reserved.
https://www.natuurlijkkloof.nl/,200,Natuurlijk Kloof - In het hart van de natuur,mailto:info@natuurlijkkloof.nl,tel:+31653837576,,
tc-controlling.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: tc-controlling.nl.,,,,,
https://jbspeaker.nl,200,[None],,,,
abeln.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://dopadvocaten.nl,200,"Douma, Oudman & Poiesz Advocaten Sneek",mailto:info@dopadvocaten.nl,,,
https://caeli.nl,200,Caeli | Luchtkwaliteit en emissies inzichtelijk met satelliet data,,,,© 2024 Caeli BV.
https://www.cleaningservicedanielle.nl/,200,Professionele Interieurverzorgster in Alkmaar,mailto:info@cleaningservicedanielle.nl,tel:0031657566679,,© 2024 Cleaningservice Danielle
https://ekhonkbal.nl,200,"""Placeholder &ndash; Antagonist""",,,,
https://vormvitaal.nl,200,Welkom bij VormVitaal - Gemakkelijk afvallen en figuur verbeteren,,,,Your Online Success © 2024 All rights reserved
https://www.transcoolbv.com/,200,Home - Transcool,mailto:info@transcoolbv.com,tel:+31174254873,,© Transcool
https://tungsten.nl,200,Tungsten B.V.,,,,
https://www.schildersbedrijfvink.nl/,200,Schildersbedrijf Vink | Al Meer Dan 70 Jaar Betrouwbaar,mailto:info@vinkschilderwerken.nl?subject=Informatieaanvraag via de website,tel:0183358333,,© 2024:
velglintje.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: velglintje.nl.,,,,,
https://www.visser.nl/,200,Visser Elektrotechniek,mailto:info@visser.nl,,,
https://www.metagro.nl/,200,Home | Metagro,,,,
jenetwerkt.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: jenetwerkt.nl.,,,,,
https://www.xolv.nl/,200,Xolv: Uw financieel partner - Kredietverzekeraar,mailto:info@xolv.nl,,,© 2022 Xolv BV
https://actosgroep.nl,200,Samen bereik je meer | Actos Groep,,,,
https://www.feestvoorvogels.nl/,200,Alles voor Vogels en Tuindieren - Feest Voor Vogels Webshop,,tel:+31613540720,,© 2024 Feest Voor Vogels
https://www.newworld.com/en-us,200,Official New World: Aeternum Website,,,,"© 2019-2024, Amazon.com, Inc. or its affiliates. All rights reserved. New World, Amazon Games, Amazon, and all related logos are trademarks of Amazon.com, Inc. or its affiliates. The ""PS"" Family logo and ""PS5"" are registered trademarks of Sony Interactive Entertainment Inc. Steam and the Steam logo are trademarks and/or registered trademarks of Valve Corporation in the U.S. and/or other countries."
https://www.streetfurnituremontage.nl/,200,Streetfurniture Montage B.V.,mailto:info@streetfurnituremontage.nl,tel:+31(0)348551130,,"©2024 Streetfurniture Montage B.V. Design, developmend en hosting by DreamView ICT & Internet Services"
https://www.radiatoraanbiedingen.nl/,200,Radiatoren kopen | A-merk verwarming | Laagste prijsgarantie,,tel:+31880247347,,Copyright © 2009-2024
https://www.piaggio.com/nl_NL/,200,Piaggio: Scooters en stedelijke mobiliteit. Officiële website,,,,
pistorius-elektrotechniek.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
patioplants.nl,Error: [Failure instance: Traceback: <class 'scrapy.exceptions.IgnoreRequest'>: Forbidden by robots.txt,,,,,
https://www.robopharma.com/,200,Pharmacy Automation Systems | Simplify Prescription Fills | RoboPharma,,,,© Copyright 2024 RoboPharma B.V.
https://www.bronzeandmore.nl/,200,Bronzenbeelden kopen bij bronzeandmore.nl | Bronze and More,mailto:Info@bronzeandmore.nl?subject=E-mail%20contactadres&body=Voor%20vragen%20kunt%20u%20ons%20vrijblijvend%20mailen.,,,© 2010 - 2024 Bronze and More |
https://erener.nl,200,erener.nl,mailto:info@erener.nl,tel:0229-212845,,
tedvrij.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: tedvrij.nl.,,,,,
https://poolmans.nl/nl/,200,Home,,,,© Poolmans Baking Cups 2014 - Powered by
goslingcoffee.com,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://barklystore.nl,200,barklystore.nl,,,,
https://stadobetonbouw.nl,200,Stado Betonbouw: Vakmanschap in Betonbouw,mailto:majaleusink@stadobetonbouw.nl,tel:072%20%20531%205785,,© 2024 Stado Betonbouw
pluspunt.biz,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://catom.nl,200,Catom |,,,,
riverconsulting.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://vanderhorstholding.nl,200,Jos van der Horst Holding B.V. – Verhuur van onroerendgoed,,,,
https://amsterdamsefrisdrankfabriek.nl,200,Amsterdamse Frisdrank Fabriek - Amsterdamse Frisdrank Fabriek,,,,
https://hpsteenhuis.nl,200,[None],,,,
veka-group.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: veka-group.nl.,,,,,
https://inducoat.com,200,Home - Inducoat,mailto:info@inducoat.com,tel:(033) 456 23 94,,Copyright © 2023
https://www.mullrose.com/en/,200,Mullrose - The best deals for your home and garden - Mullrose,,,,© 2024 Mullrose - Theme By
korenstraat.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.ConnectionRefusedError'>: Connection was refused by other side: 10061: No connection could be made because the target machine actively refused it..,,,,,
https://kleinjansaardappelhandel.nl,200,Kleinjan's Aardappelhandel - Welcome to the world of potatoes,mailto:info@kleinjansaardappelhandel.nl,tel:+31 (0)186-692900,,
https://goedkoopbusjehuren.nl,200,Default Parallels Plesk Panel Page,,,,
https://www.recras.com/nl/,200,Recras – Managementsoftware voor recreatiebedrijven,mailto:info@recras.com,tel:050211 2222,,
https://javeko.nl,200,Javeko - Koel- en vriescellen & isolatiesysteembouw,mailto:info@javeko.nl,tel:++3176 572 0586,,
https://dubbelzin.nl,200,"
         Dubbelzin
      ",,,,
https://www.wiltec.nl/nl_NL/,200,Wiltec,,tel:+31413244444,,© 2024 - Wiltec
https://www.maxtension.nl/,200,Maxtension | De specialist in reclame voor binnen en buiten,mailto:info@maxtension.nl,,,© Copyright 2022 |
bohovibes.eu,Error: [Failure instance: Traceback: <class 'twisted.web._newclient.ResponseNeverReceived'>: [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>],,,,,
runetech.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: runetech.nl.,,,,,
https://www.ctplaton.nl/,200,CT Platon | Reliable partner for the Polyester Processing Industry,,,,© Composites Technology Platon.
https://www.maron.nl/,200,Maron | Thuis in meubels & keukens,mailto:info@maron.nl,tel:0315328141,Navigeer,© 2024 - Maron Meubels & Keukens
https://enzerink-adr.nl,200,NL,,,,
https://hmd-engineering.nl,200,home - HMD Engineering bv,mailto:info@hmd-engineering.nl,tel:0031252527978,,
https://themeproject.nl,200,Home - The ME Project,mailto:info@themeproject.nl/,,,
aannemerdirect.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://losmediation.nl,200,Domain Default page,,,,
https://www.villadebuitenkans.nl/,200,Villa de Buitenkans – Wij bieden je kind: Een wereld om te ontdekken,mailto:info@villadebuitenkans.nl,tel:0031513435387,,© Copyright - De Buitenkans
https://grondverzeturk.nl,200,Grondverzet Urk | Hakvoort sloop- en grondwerken voor al uw graafwerkzaamheden,mailto:info@grondverzeturk.nl,,,© Hakvoort grondverzet Urk 2024
"bisterbosch.nl,www.bisterbosch.nl","Error: [Failure instance: Traceback: <class 'idna.core.InvalidCodepoint'>: Codepoint U+002C at position 3 of 'nl,www' not allowed",,,,,
https://www.vanderwalbergsma.nl/,200,Ons kantoor | Van der Wal & Bergsma,mailto:info@vanderwalbergsma.nl,tel:0513–41 34 44,,
https://www.mensely.nl/,200,Home - Mensely,,,,
vitalwater.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://www.bitebroadcast.com/,200,BITE Broadcast,mailto:info@bitebroadcast.com,tel:+31853010051,,
https://www.navisite.com/,200,Navisite | Leading Digital Transformation Partner,,,,
https://logidyn.nl,200,Logidyn bv Beilen - Opslagboxen en verhuur,,,,
https://miroir.nl,200,Schoonheidssalon Den Haag | Miroir schoonheidsspecialiste,,,,
robcappon.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: robcappon.nl.,,,,,
https://www.realtimeix.com/v5/ix/nl,200,RealtimeIX,mailto:mischa@realtimeix.nl,,,© 2024
https://forus-webdesign.nl,200,Forus WebDesign,,,,
https://www.schoutenbomen.nl/,200,De mooiste oude fruitbomen! Gehele jaar leverbaar met garantie!,mailto:info@schoutenbomen.nl,tel:0229581357,,© 2024 Schouten Bomen & Loonbedrijf |
https://www.funkytime.com/,200,Home | FunkyTime.com,,,,
https://www.cafetariademeridiaan-amersfoort.nl/,200,Cafetaria de Meridiaan - Eten bestellen in Amersfoort,,,,
https://flyingservers.nl,200,[None],,,,
https://vvonl.nl,200,[None],,,,
https://erfocentrum.nl,200,Voorpagina | Erfelijkheid.nl,,,,
https://reep.nl,200,reep.nl,,,,
https://www.treinreiswinkel.nl/,200,Alle Treintickets & Vakanties | Dé Specialist | Treinreiswinkel,,,,
https://jacarie.nl,200,Solcon Internetdiensten B.V.,,,,
https://messersmid-relatietherapie.nl,200,Web Server's Default Page,,,,
https://hisconsultancy.nl,200,Geparkeerd,,,,
pietershop.nl,Error: [Failure instance: Traceback: <class 'scrapy.spidermiddlewares.httperror.HttpError'>: Ignoring non-200 response,,,,,
https://hollandruiter.nl,200,Geparkeerd,,,,
https://wijzenbeek.nl/beroepskleding/1/welkom.html,200,Welkom - Wijzenbeek Beroepskleding BV,mailto:info@wijzenbeek.nl,tel:+31455220769,,© 2024
https://www.presidentsafety.nl/,200,"
		Home - President Safety
		",mailto:sales@presidentsafety.nl,tel:+310181878000,,
https://www.stheurope.com/,200,STHEUROPE,,,,Copyright ©2023 - STH Europe B.V. All rights reserved.
https://team-share.nl,200,Team-Share - Home,,,,
alexkling.nl,Error: [Failure instance: Traceback: <class 'twisted.internet.error.DNSLookupError'>: DNS lookup failed: no results for hostname lookup: alexkling.nl.,,,,,
https://hellofestival.nl,200,Hello Festival: Muziek & Plezier in Drenthe's Hart,,,,
